m	dofm	dofy	hi	Ta	G_Gh	Td	RH	G_Dh	FF	DD	Lin	RR	Sd	N	hs	TL	G_Bn	G_Gc	G_Dc	Gex	G_Ghmod	PAR	Snd	Lup
-	-	-	-	[°C]	[W/m2]	[°C]	[%]	[W/m2]	[m/s]	[°]	[W/m2]	[mm]	[min]	[octas]	[°]	[-]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[mm]	[W/m2]
2	15	46	3	5.4	0	1.9	78.1	0	10.0	176	283	0.0	0.0	3.0	-61.86	2.99	0	0	0	0.0	0.0	0	0	339
2	15	46	4	5.4	0	2.0	78.7	0	10.0	163	284	0.0	0.0	3.0	-53.04	2.99	0	0	0	0.0	0.0	0	0	339
2	15	46	5	5.3	0	2.2	80.0	0	7.6	159	286	0.0	0.0	3.0	-42.14	2.99	0	0	0	0.0	0.0	0	0	337
2	15	46	6	5.3	0	2.1	79.9	0	6.8	344	286	0.0	0.0	3.0	-30.41	2.99	0	0	0	0.0	0.0	0	0	337
2	15	46	7	5.3	0	2.5	82.2	0	7.6	335	288	0.0	0.0	4.0	-18.43	2.99	0	0	0	0.0	0.0	0	0	337
2	15	46	8	5.2	0	3.3	87.1	0	8.9	305	292	0.0	0.0	4.0	-6.52	2.99	0	0	0	0.0	0.0	0	0	338
2	15	46	9	5.7	22	2.4	79.2	22	10.4	2	290	0.0	8.7	4.0	5.26	2.99	0	62	28	60.2	48.2	10	0	342
2	15	46	10	7.6	201	2.7	71.0	104	10.7	290	285	0.0	35.5	4.0	15.88	2.99	354	237	63	383.1	207.5	85	0	355
2	15	46	11	9.5	377	2.5	61.8	117	12.9	326	281	0.0	50.8	1.0	25.58	2.99	601	421	84	604.6	369.3	158	0	368
2	15	46	12	11.2	523	1.9	52.7	110	12.0	130	279	0.0	56.9	0.0	33.47	2.99	750	569	96	772.2	498.9	220	0	381
2	15	46	13	12.5	589	2.6	50.8	155	11.6	130	283	0.0	56.5	0.0	38.65	2.99	696	661	102	874.4	579.6	249	0	389
2	15	46	14	13.5	624	2.2	46.1	138	10.7	118	282	0.0	57.8	0.0	40.23	2.99	752	688	103	904.3	603.6	263	0	397
2	15	46	15	14.1	580	2.5	45.6	148	12.0	211	285	0.0	56.6	0.0	37.88	2.99	704	648	101	859.7	568.9	245	0	397
2	15	46	16	14.3	512	3.7	48.8	92	14.6	197	289	0.0	57.7	0.0	32.09	2.99	792	545	95	743.7	478.5	214	0	395
2	15	46	17	14.0	353	4.0	50.8	87	12.9	205	294	0.0	51.3	0.0	23.77	2.99	662	389	81	564.3	341.4	148	0	392
2	15	46	18	13.1	175	3.6	52.5	63	11.3	277	297	0.0	35.7	0.0	13.79	2.99	472	202	57	333.7	176.9	73	0	383
2	15	46	19	11.8	11	4.0	58.3	11	10.7	307	296	0.0	15.8	1.0	4.18	2.99	0	39	20	37.5	30.0	5	0	373
2	15	46	20	11.5	0	4.7	62.7	0	11.1	282	299	0.0	0.0	1.0	-8.87	2.99	0	0	0	0.0	0.0	0	0	370
2	15	46	21	11.2	0	4.7	64.3	0	10.7	303	299	0.0	0.0	1.0	-20.82	2.99	0	0	0	0.0	0.0	0	0	368
2	15	46	22	10.9	0	4.1	62.8	0	9.7	310	297	0.0	0.0	1.0	-32.78	2.99	0	0	0	0.0	0.0	0	0	366
2	15	46	23	10.5	0	3.4	61.2	0	8.9	257	295	0.0	0.0	2.0	-44.40	2.99	0	0	0	0.0	0.0	0	0	364
2	15	46	24	10.2	0	4.9	69.8	0	8.9	196	301	0.0	0.0	2.0	-55.02	2.99	0	0	0	0.0	0.0	0	0	362
2	16	47	1	9.9	0	3.3	63.3	0	8.4	222	294	0.0	0.0	2.0	-62.86	2.18	0	0	0	0.0	0.0	0	0	361
2	16	47	2	9.6	0	2.8	62.3	0	8.2	187	292	0.0	0.0	2.0	-65.67	2.18	0	0	0	0.0	0.0	0	0	359
2	16	47	3	9.3	0	3.3	66.2	0	8.9	154	295	0.0	0.0	3.0	-61.56	2.18	0	0	0	0.0	0.0	0	0	358
2	16	47	4	9.1	0	2.6	63.6	0	8.2	228	292	0.0	0.0	3.0	-52.79	2.18	0	0	0	0.0	0.0	0	0	357
2	16	47	5	8.9	0	1.6	60.1	0	5.5	210	289	0.0	0.0	3.0	-41.92	2.18	0	0	0	0.0	0.0	0	0	353
2	16	47	6	8.8	0	3.7	70.1	0	4.9	162	297	0.0	0.0	4.0	-30.21	2.18	0	0	0	0.0	0.0	0	0	352
2	16	47	7	8.7	0	4.3	74.1	0	5.3	188	300	0.0	0.0	4.0	-18.23	2.18	0	0	0	0.0	0.0	0	0	352
2	16	47	8	8.6	0	4.1	73.2	0	5.7	192	299	0.0	0.0	4.0	-6.31	2.18	0	0	0	0.0	0.0	0	0	352
2	16	47	9	9.1	24	4.6	73.7	24	6.0	135	303	0.0	10.3	4.0	5.37	2.18	0	72	22	62.8	50.2	11	0	358
2	16	47	10	11.1	212	4.1	62.0	102	6.0	211	294	0.0	39.2	5.0	16.12	2.18	399	264	45	388.7	216.0	89	0	376
2	16	47	11	13.0	386	4.1	54.4	96	6.0	228	292	0.0	52.1	1.0	25.86	2.18	665	458	59	610.4	374.7	162	0	393
2	16	47	12	14.5	488	4.8	51.9	165	5.5	211	297	0.0	51.4	3.0	33.78	2.18	581	611	67	778.2	499.9	206	0	406
2	16	47	13	15.7	605	4.2	46.0	142	4.3	130	293	0.0	57.6	1.0	38.98	2.18	736	706	70	880.5	577.4	255	0	420
2	16	47	14	16.7	637	3.6	41.6	164	6.2	164	292	0.0	58.5	2.0	40.57	2.18	727	734	71	910.3	600.5	268	0	422
2	16	47	15	17.1	551	4.4	42.7	190	6.5	226	299	0.0	52.6	4.0	38.21	2.18	584	693	70	865.7	567.2	234	0	421
2	16	47	16	17.3	485	4.6	43.0	131	7.2	235	300	0.0	53.8	2.0	32.38	2.18	660	587	66	749.6	480.2	204	0	418
2	16	47	17	17.0	356	4.3	42.9	90	8.2	166	299	0.0	51.1	1.0	24.03	2.18	654	425	57	570.0	347.6	149	0	412
2	16	47	18	16.3	196	4.5	45.4	50	8.6	178	302	0.0	44.1	1.0	14.02	2.18	602	227	42	339.1	185.3	81	0	402
2	16	47	19	15.1	12	4.4	48.6	12	8.2	153	300	0.0	20.2	1.0	4.29	2.18	0	45	16	39.5	31.6	6	0	390
2	16	47	20	14.7	0	5.2	53.0	0	7.2	168	303	0.0	0.0	1.0	-8.68	2.18	0	0	0	0.0	0.0	0	0	384
2	16	47	21	14.3	0	5.4	55.0	0	6.0	168	303	0.0	0.0	2.0	-20.62	2.18	0	0	0	0.0	0.0	0	0	381
2	16	47	22	13.9	0	6.7	61.8	0	6.0	156	307	0.0	0.0	2.0	-32.58	2.18	0	0	0	0.0	0.0	0	0	379
2	16	47	23	13.4	0	6.9	64.6	0	7.6	359	308	0.0	0.0	2.0	-44.18	2.18	0	0	0	0.0	0.0	0	0	378
2	16	47	24	12.9	0	7.3	68.8	0	6.8	357	309	0.0	0.0	2.0	-54.77	2.18	0	0	0	0.0	0.0	0	0	375
2	17	48	1	12.5	0	6.2	65.5	0	6.8	143	304	0.0	0.0	3.0	-62.54	2.46	0	0	0	0.0	0.0	0	0	373
2	17	48	2	12.0	0	6.4	68.4	0	6.8	311	304	0.0	0.0	3.0	-65.32	2.46	0	0	0	0.0	0.0	0	0	370
2	17	48	3	11.6	0	7.0	73.3	0	7.9	3	306	0.0	0.0	3.0	-61.25	2.46	0	0	0	0.0	0.0	0	0	369
2	17	48	4	11.3	0	7.5	77.0	0	9.2	152	308	0.0	0.0	3.0	-52.53	2.46	0	0	0	0.0	0.0	0	0	369
2	17	48	5	11.1	0	8.4	83.4	0	6.2	167	311	0.0	0.0	3.0	-41.70	2.46	0	0	0	0.0	0.0	0	0	365
2	17	48	6	10.9	0	9.1	88.7	0	6.2	358	314	0.0	0.0	4.0	-30.00	2.46	0	0	0	0.0	0.0	0	0	364
2	17	48	7	10.7	0	8.2	84.7	0	6.0	341	310	0.0	0.0	4.0	-18.02	2.46	0	0	0	0.0	0.0	0	0	363
2	17	48	8	10.5	0	7.5	81.3	0	6.0	348	307	0.0	0.0	4.0	-6.10	2.46	0	0	0	0.0	0.0	0	0	362
2	17	48	9	11.2	35	6.6	73.1	33	6.2	327	305	0.0	25.7	4.0	5.49	2.46	22	72	25	65.4	50.5	15	0	370
2	17	48	10	13.8	283	6.1	59.6	141	5.5	44	296	0.0	59.3	5.0	16.37	2.46	503	260	52	394.3	182.6	115	0	393
2	17	48	11	14.7	317	5.8	55.0	194	6.8	153	308	0.0	34.0	6.0	26.14	2.46	280	451	68	616.3	316.9	136	0	399
2	17	48	12	15.3	325	5.9	53.5	268	8.6	10	315	0.0	18.9	8.0	34.09	2.46	103	603	78	784.2	423.2	143	0	400
2	17	48	13	15.4	277	5.8	52.9	261	9.4	332	321	0.0	8.4	8.0	39.32	2.46	26	697	82	886.6	489.2	126	0	399
2	17	48	14	15.8	388	6.0	52.0	308	10.0	36	316	0.0	20.1	8.0	40.92	2.46	123	725	83	916.4	508.8	171	0	404
2	17	48	15	16.6	569	6.1	49.7	218	9.2	33	304	0.0	54.4	4.0	38.54	2.46	562	684	81	871.7	480.4	240	0	415
2	17	48	16	17.1	525	5.2	45.3	114	9.4	62	299	0.0	58.2	0.0	32.68	2.46	761	579	76	755.5	406.4	219	0	416
2	17	48	17	17.2	417	4.9	44.1	89	8.9	163	296	0.0	59.6	0.0	24.30	2.46	797	419	66	575.7	293.7	172	0	414
2	17	48	18	16.7	200	5.0	45.7	57	7.9	171	304	0.0	44.6	0.0	14.26	2.46	582	223	48	344.5	156.6	82	0	405
2	17	48	19	15.7	12	4.9	48.3	12	8.4	271	303	0.0	19.8	0.0	4.40	2.46	0	46	18	41.4	32.3	5	0	393
2	17	48	20	15.0	0	5.2	51.6	0	9.4	230	304	0.0	0.0	1.0	-8.48	2.46	0	0	0	0.0	0.0	0	0	388
2	17	48	21	14.4	0	6.3	57.9	0	10.3	323	308	0.0	0.0	1.0	-20.43	2.46	0	0	0	0.0	0.0	0	0	385
2	17	48	22	13.6	0	5.8	59.0	0	9.7	230	305	0.0	0.0	1.0	-32.38	2.46	0	0	0	0.0	0.0	0	0	381
2	17	48	23	12.9	0	6.1	63.5	0	10.0	177	306	0.0	0.0	1.0	-43.97	2.46	0	0	0	0.0	0.0	0	0	377
2	17	48	24	12.1	0	5.7	64.9	0	8.6	176	304	0.0	0.0	1.0	-54.51	2.46	0	0	0	0.0	0.0	0	0	372
2	18	49	1	11.4	0	6.3	70.6	0	8.4	188	306	0.0	0.0	2.0	-62.23	2.88	0	0	0	0.0	0.0	0	0	368
2	18	49	2	10.7	0	6.3	74.1	0	6.8	172	305	0.0	0.0	2.0	-64.97	2.88	0	0	0	0.0	0.0	0	0	363
2	18	49	3	10.0	0	4.9	70.8	0	6.5	135	300	0.0	0.0	2.0	-60.94	2.88	0	0	0	0.0	0.0	0	0	359
2	18	49	4	9.6	0	5.7	76.9	0	6.5	106	303	0.0	0.0	2.0	-52.27	2.88	0	0	0	0.0	0.0	0	0	357
2	18	49	5	9.2	0	6.1	81.0	0	5.7	138	304	0.0	0.0	2.0	-41.47	2.88	0	0	0	0.0	0.0	0	0	354
2	18	49	6	8.8	0	5.3	78.8	0	6.8	155	301	0.0	0.0	3.0	-29.79	2.88	0	0	0	0.0	0.0	0	0	354
2	18	49	7	8.5	0	5.8	82.8	0	7.2	104	303	0.0	0.0	3.0	-17.81	2.88	0	0	0	0.0	0.0	0	0	353
2	18	49	8	8.2	0	5.1	80.7	0	6.8	202	301	0.0	0.0	3.0	-5.89	2.88	0	0	0	0.0	0.0	0	0	351
2	18	49	9	8.7	28	5.5	79.9	28	6.5	137	304	0.0	13.0	3.0	5.61	2.88	0	71	30	68.1	54.5	13	0	357
2	18	49	10	10.8	242	5.8	71.2	105	6.5	182	297	0.0	48.3	3.0	16.62	2.88	478	253	62	400.1	234.7	100	0	375
2	18	49	11	12.6	419	5.1	60.3	67	8.4	131	293	0.0	56.4	0.0	26.42	2.88	790	441	82	622.3	408.5	174	0	389
2	18	49	12	14.1	565	5.2	54.6	75	7.2	144	293	0.0	59.2	0.0	34.41	2.88	867	590	93	790.3	546.8	235	0	404
2	18	49	13	15.2	645	4.3	48.0	94	6.8	152	291	0.0	59.5	0.0	39.66	2.88	864	682	98	892.7	632.7	270	0	413
2	18	49	14	16.0	672	3.9	44.3	96	7.6	134	290	0.0	59.7	0.0	41.27	2.88	873	710	100	922.5	658.3	281	0	417
2	18	49	15	16.5	630	4.4	44.6	95	6.8	161	294	0.0	59.4	0.0	38.87	2.88	853	670	98	877.7	621.2	264	0	420
2	18	49	16	16.6	524	4.8	45.7	90	6.8	207	297	0.0	57.7	0.0	32.98	2.88	797	566	92	761.3	524.8	219	0	416
2	18	49	17	16.2	384	5.2	47.7	66	6.8	199	299	0.0	55.3	0.0	24.56	2.88	764	408	79	581.3	378.2	159	0	409
2	18	49	18	15.4	203	5.6	52.0	54	6.0	179	305	0.0	44.5	0.0	14.49	2.88	594	217	57	349.9	201.0	83	0	399
2	18	49	19	14.3	13	6.0	57.2	13	6.0	46	305	0.0	20.2	0.0	4.51	2.88	0	46	22	43.4	34.8	6	0	385
2	18	49	20	13.6	0	6.5	62.0	0	5.3	149	306	0.0	0.0	0.0	-8.28	2.88	0	0	0	0.0	0.0	0	0	376
2	18	49	21	13.0	0	7.0	67.1	0	4.7	33	307	0.0	0.0	0.0	-20.24	2.88	0	0	0	0.0	0.0	0	0	371
2	18	49	22	12.3	0	6.0	65.4	0	3.0	340	303	0.0	0.0	0.0	-32.18	2.88	0	0	0	0.0	0.0	0	0	364
2	18	49	23	11.6	0	5.8	67.0	0	2.6	341	301	0.0	0.0	0.0	-43.75	2.88	0	0	0	0.0	0.0	0	0	359
2	18	49	24	11.0	0	4.6	64.6	0	2.6	356	296	0.0	0.0	0.0	-54.25	2.88	0	0	0	0.0	0.0	0	0	356
2	19	50	1	10.5	0	4.6	66.9	0	3.0	348	295	0.0	0.0	0.0	-61.91	2.42	0	0	0	0.0	0.0	0	0	355
2	19	50	2	10.0	0	3.7	64.5	0	2.8	348	291	0.0	0.0	0.0	-64.62	2.42	0	0	0	0.0	0.0	0	0	352
2	19	50	3	9.5	0	3.5	65.7	0	3.2	341	290	0.0	0.0	0.0	-60.62	2.42	0	0	0	0.0	0.0	0	0	350
2	19	50	4	9.3	0	3.1	65.1	0	4.1	343	288	0.0	0.0	0.0	-52.00	2.42	0	0	0	0.0	0.0	0	0	351
2	19	50	5	9.0	0	3.6	68.7	0	3.2	339	290	0.0	0.0	0.0	-41.23	2.42	0	0	0	0.0	0.0	0	0	348
2	19	50	6	8.8	0	4.4	73.5	0	4.7	353	293	0.0	0.0	0.0	-29.57	2.42	0	0	0	0.0	0.0	0	0	350
2	19	50	7	8.7	0	4.2	73.4	0	4.5	3	293	0.0	0.0	0.0	-17.60	2.42	0	0	0	0.0	0.0	0	0	349
2	19	50	8	8.7	0	4.1	72.9	0	5.5	301	292	0.0	0.0	0.0	0.10	2.42	0	0	0	0.0	0.0	0	0	350
2	19	50	9	9.5	73	4.0	68.2	36	4.3	342	294	0.0	23.1	0.0	5.94	2.42	361	79	27	144.6	73.0	30	0	363
2	19	50	10	11.3	252	4.0	60.9	52	4.5	101	290	0.0	50.6	0.0	16.88	2.42	690	271	52	406.0	249.6	104	0	379
2	19	50	11	13.2	433	4.4	55.0	59	5.7	162	290	0.0	57.7	0.0	26.71	2.42	832	464	68	628.3	427.1	179	0	396
2	19	50	12	14.9	574	3.5	46.3	72	5.5	320	288	0.0	59.5	0.0	34.73	2.42	881	616	76	796.4	567.2	239	0	411
2	19	50	13	16.3	663	3.6	42.6	81	4.7	54	289	0.0	59.9	0.0	40.01	2.42	906	711	80	898.8	654.0	277	0	425
2	19	50	14	17.5	692	3.2	38.4	82	4.9	348	289	0.0	60.0	0.0	41.62	2.42	918	738	81	928.6	679.7	289	0	432
2	19	50	15	18.2	661	2.7	35.4	71	4.1	352	288	0.0	60.0	0.0	39.20	2.42	933	698	80	883.7	642.2	275	0	437
2	19	50	16	18.5	558	2.0	32.9	62	3.4	6	287	0.0	59.7	0.0	33.28	2.42	902	592	75	767.1	544.7	231	0	436
2	19	50	17	18.4	411	3.0	35.7	50	3.6	141	292	0.0	58.5	0.0	24.82	2.42	859	430	65	586.9	396.0	169	0	427
2	19	50	18	17.7	225	3.5	38.7	44	2.3	153	297	0.0	52.2	0.0	14.72	2.42	714	233	48	355.3	214.5	92	0	415
2	19	50	19	16.5	16	4.3	44.2	16	2.3	152	298	0.0	23.6	0.0	4.62	2.42	0	51	19	45.5	36.4	7	0	397
2	19	50	20	15.8	0	6.0	52.0	0	2.8	164	305	0.0	0.0	0.0	-8.08	2.42	0	0	0	0.0	0.0	0	0	382
2	19	50	21	15.2	0	5.4	51.8	0	3.4	114	302	0.0	0.0	0.0	-20.04	2.42	0	0	0	0.0	0.0	0	0	380
2	19	50	22	14.6	0	5.4	53.8	0	1.5	150	302	0.0	0.0	0.0	-31.98	2.42	0	0	0	0.0	0.0	0	0	371
2	19	50	23	13.9	0	6.3	60.2	0	1.9	107	305	0.0	0.0	0.0	-43.53	2.42	0	0	0	0.0	0.0	0	0	369
2	19	50	24	13.2	0	6.5	63.8	0	0.9	148	305	0.0	0.0	0.0	-53.99	2.42	0	0	0	0.0	0.0	0	0	361
2	20	51	1	12.5	0	7.0	69.3	0	1.1	131	307	0.0	0.0	0.0	-61.59	2.36	0	0	0	0.0	0.0	0	0	358
2	20	51	2	11.8	0	6.5	69.8	0	0.8	177	304	0.0	0.0	0.0	-64.26	2.36	0	0	0	0.0	0.0	0	0	354
2	20	51	3	11.1	0	6.3	72.0	0	1.5	179	302	0.0	0.0	0.0	-60.29	2.36	0	0	0	0.0	0.0	0	0	353
2	20	51	4	10.7	0	5.3	69.2	0	1.5	199	299	0.0	0.0	0.0	-51.73	2.36	0	0	0	0.0	0.0	0	0	351
2	20	51	5	10.3	0	6.7	77.8	0	0.7	184	304	0.0	0.0	0.0	-40.99	2.36	0	0	0	0.0	0.0	0	0	346
2	20	51	6	10.1	0	6.7	79.5	0	1.1	128	304	0.0	0.0	0.0	-29.34	2.36	0	0	0	0.0	0.0	0	0	346
2	20	51	7	9.8	0	5.7	75.4	0	1.7	153	300	0.0	0.0	0.0	-17.38	2.36	0	0	0	0.0	0.0	0	0	347
2	20	51	8	9.8	0	5.5	74.8	0	1.2	147	300	0.0	0.0	0.0	0.21	2.36	0	0	0	0.0	0.0	0	0	345
2	20	51	9	10.6	74	5.4	70.3	37	1.1	47	302	0.0	21.5	0.0	6.18	2.36	348	83	27	150.3	75.3	30	0	368
2	20	51	10	12.1	248	5.1	62.0	65	1.5	154	296	0.0	47.9	0.0	17.14	2.36	620	278	51	411.9	250.6	102	0	386
2	20	51	11	13.9	425	4.8	54.1	72	2.8	70	294	0.0	56.2	0.0	27.00	2.36	779	472	66	634.3	425.5	177	0	404
2	20	51	12	15.4	564	5.0	49.8	88	3.9	143	295	0.0	58.7	0.0	35.05	2.36	829	625	74	802.5	563.3	235	0	417
2	20	51	13	16.8	656	5.5	47.1	96	3.9	138	298	0.0	59.6	0.0	40.36	2.36	865	719	78	904.9	648.5	274	0	429
2	20	51	14	17.8	675	4.7	42.0	107	4.5	191	296	0.0	59.5	0.0	41.98	2.36	849	747	79	934.7	673.7	283	0	434
2	20	51	15	18.4	641	5.0	41.0	96	4.5	165	298	0.0	59.4	0.0	39.54	2.36	855	706	78	889.6	636.8	267	0	437
2	20	51	16	18.7	554	5.6	42.2	69	4.7	339	302	0.0	59.3	0.0	33.58	2.36	877	600	73	772.9	540.9	230	0	434
2	20	51	17	18.6	406	5.9	43.2	56	4.3	347	304	0.0	57.4	0.0	25.09	2.36	826	438	64	592.5	394.6	167	0	427
2	20	51	18	17.9	223	7.0	48.8	46	4.9	350	312	0.0	50.2	0.0	14.96	2.36	685	239	47	360.7	215.6	91	0	414
2	20	51	19	16.7	17	7.4	54.0	17	5.1	355	312	0.0	22.3	0.0	4.73	2.36	0	54	20	47.6	38.1	8	0	399
2	20	51	20	16.1	0	7.9	58.1	0	5.3	350	314	0.0	0.0	0.0	-7.88	2.36	0	0	0	0.0	0.0	0	0	389
2	20	51	21	15.6	0	8.2	61.5	0	4.5	357	315	0.0	0.0	0.0	-19.85	2.36	0	0	0	0.0	0.0	0	0	385
2	20	51	22	15.0	0	7.9	62.3	0	3.4	352	314	0.0	0.0	0.0	-31.78	2.36	0	0	0	0.0	0.0	0	0	379
2	20	51	23	14.5	0	8.2	65.5	0	2.8	330	315	0.0	0.0	0.0	-43.31	2.36	0	0	0	0.0	0.0	0	0	375
2	20	51	24	13.9	0	7.2	63.6	0	3.0	130	311	0.0	0.0	0.0	-53.73	2.36	0	0	0	0.0	0.0	0	0	372
2	21	52	1	13.5	0	7.2	65.5	0	3.0	122	311	0.0	0.0	0.0	-61.26	4.51	0	0	0	0.0	0.0	0	0	370
2	21	52	2	13.1	0	7.0	66.6	0	3.4	136	311	0.0	0.0	0.0	-63.90	4.51	0	0	0	0.0	0.0	0	0	369
2	21	52	3	12.6	0	7.6	71.3	0	4.3	159	313	0.0	0.0	0.0	-59.97	4.51	0	0	0	0.0	0.0	0	0	369
2	21	52	4	12.4	0	8.2	75.4	0	4.3	196	316	0.0	0.0	0.0	-51.45	4.51	0	0	0	0.0	0.0	0	0	367
2	21	52	5	12.2	0	8.5	78.1	0	4.3	237	318	0.0	0.0	0.0	-40.75	4.51	0	0	0	0.0	0.0	0	0	366
2	21	52	6	12.0	0	9.1	82.4	0	4.3	264	321	0.0	0.0	0.0	-29.12	4.51	0	0	0	0.0	0.0	0	0	365
2	21	52	7	11.9	0	9.4	84.5	0	4.1	232	322	0.0	0.0	0.0	-17.15	4.51	0	0	0	0.0	0.0	0	0	364
2	21	52	8	11.9	0	8.2	78.1	0	4.3	312	319	0.0	0.0	0.0	0.33	4.51	0	0	0	0.0	0.0	0	0	365
2	21	52	9	12.6	64	8.4	75.6	41	3.9	287	322	0.0	13.0	0.0	6.42	4.51	209	70	44	156.2	64.0	27	0	378
2	21	52	10	14.2	229	8.5	68.6	96	4.5	230	316	0.0	39.3	0.0	17.41	4.51	445	232	96	417.9	212.0	95	0	394
2	21	52	11	15.7	394	8.1	60.3	130	6.5	215	313	0.0	49.9	0.0	27.29	4.51	576	406	130	640.5	370.4	165	0	407
2	21	52	12	17.2	515	7.7	53.3	154	6.0	162	312	0.0	52.5	0.0	35.37	4.51	622	547	150	808.7	498.8	217	0	421
2	21	52	13	18.4	569	6.9	46.8	212	8.2	179	312	0.0	51.1	2.0	40.71	4.51	548	635	160	911.1	579.1	241	0	426
2	21	52	14	19.3	577	6.4	42.9	242	7.9	173	312	0.0	49.6	3.0	42.34	4.51	498	661	162	940.8	602.9	245	0	432
2	21	52	15	19.9	576	6.4	41.2	183	7.2	339	311	0.0	53.4	0.0	39.88	4.51	613	623	158	895.6	567.9	243	0	437
2	21	52	16	20.1	474	6.9	42.2	178	6.8	147	316	0.0	48.8	0.0	33.88	4.51	531	523	147	778.7	477.5	200	0	435
2	21	52	17	20.0	340	6.8	42.2	145	5.7	136	317	0.0	42.8	1.0	25.35	4.51	455	374	124	598.1	341.5	143	0	430
2	21	52	18	19.4	190	6.2	42.0	86	5.3	38	317	0.0	34.6	1.0	15.19	4.51	394	198	87	366.0	180.9	78	0	421
2	21	52	19	18.3	17	6.7	46.7	17	4.1	328	318	0.0	15.6	1.0	4.84	4.51	0	46	31	49.7	39.8	8	0	407
2	21	52	20	17.7	0	8.2	53.5	0	4.7	323	323	0.0	0.0	1.0	-7.69	4.51	0	0	0	0.0	0.0	0	0	397
2	21	52	21	17.1	0	8.0	54.9	0	3.7	339	321	0.0	0.0	1.0	-19.66	4.51	0	0	0	0.0	0.0	0	0	392
2	21	52	22	16.5	0	9.1	61.3	0	3.2	347	325	0.0	0.0	1.0	-31.58	4.51	0	0	0	0.0	0.0	0	0	388
2	21	52	23	16.0	0	8.7	61.9	0	2.8	48	323	0.0	0.0	1.0	-43.08	4.51	0	0	0	0.0	0.0	0	0	383
2	21	52	24	15.4	0	8.2	62.4	0	2.8	172	321	0.0	0.0	1.0	-53.47	4.51	0	0	0	0.0	0.0	0	0	380
2	22	53	1	14.8	0	8.0	63.6	0	2.8	186	319	0.0	0.0	1.0	-60.94	4.54	0	0	0	0.0	0.0	0	0	377
2	22	53	2	14.3	0	7.3	62.5	0	2.3	158	316	0.0	0.0	0.0	-63.54	4.54	0	0	0	0.0	0.0	0	0	372
2	22	53	3	13.7	0	7.3	65.3	0	1.5	162	315	0.0	0.0	0.0	-59.63	4.54	0	0	0	0.0	0.0	0	0	366
2	22	53	4	13.3	0	7.6	68.4	0	1.7	178	316	0.0	0.0	0.0	-51.17	4.54	0	0	0	0.0	0.0	0	0	365
2	22	53	5	13.0	0	8.1	72.0	0	0.3	185	318	0.0	0.0	0.0	-40.50	4.54	0	0	0	0.0	0.0	0	0	357
2	22	53	6	12.8	0	7.4	69.8	0	0.5	37	315	0.0	0.0	0.0	-28.88	4.54	0	0	0	0.0	0.0	0	0	357
2	22	53	7	12.5	0	7.2	69.8	0	0.6	344	314	0.0	0.0	0.0	-16.93	4.54	0	0	0	0.0	0.0	0	0	356
2	22	53	8	12.5	0	7.3	70.4	0	0.7	351	314	0.0	0.0	0.0	0.45	4.54	0	0	0	0.0	0.0	0	0	356
2	22	53	9	13.3	71	7.4	67.2	39	1.1	50	316	0.0	15.9	0.0	6.67	4.54	281	73	46	162.1	67.2	29	0	382
2	22	53	10	14.7	226	7.6	62.4	87	1.7	213	314	0.0	37.2	0.0	17.68	4.54	460	236	97	424.0	218.3	94	0	399
2	22	53	11	16.3	407	7.5	55.8	128	3.9	144	310	0.0	51.7	0.0	27.59	4.54	602	410	131	646.6	378.9	170	0	414
2	22	53	12	17.7	509	6.8	48.6	171	4.1	115	310	0.0	51.0	0.0	35.71	4.54	578	551	151	814.9	509.0	214	0	427
2	22	53	13	19.0	601	6.7	44.6	179	3.2	139	310	0.0	54.8	0.0	41.07	4.54	642	639	161	917.3	590.2	253	0	441
2	22	53	14	19.8	585	6.3	41.2	250	2.8	101	312	0.0	50.2	3.0	42.70	4.54	495	665	164	946.9	614.2	248	0	446
2	22	53	15	20.5	609	7.2	42.0	188	2.8	23	313	0.0	56.7	0.0	40.22	4.54	651	627	160	901.6	578.7	255	0	452
2	22	53	16	20.7	478	6.8	40.3	179	3.0	153	316	0.0	48.9	0.0	34.18	4.54	531	528	148	784.5	487.0	201	0	445
2	22	53	17	20.5	347	5.8	38.0	132	4.5	151	313	0.0	43.8	0.0	25.61	4.54	497	378	126	603.6	349.2	145	0	435
2	22	53	18	19.8	179	6.3	41.2	86	5.1	136	320	0.0	28.6	0.0	15.42	4.54	348	202	88	371.3	186.2	74	0	423
2	22	53	19	18.7	18	6.8	45.7	18	5.7	136	321	0.0	12.2	1.0	4.94	4.54	0	48	32	51.9	41.5	8	0	410
2	22	53	20	17.9	0	8.0	52.3	0	5.5	15	326	0.0	0.0	1.0	-7.49	4.54	0	0	0	0.0	0.0	0	0	399
2	22	53	21	17.1	0	9.5	60.9	0	3.6	330	331	0.0	0.0	1.0	-19.46	4.54	0	0	0	0.0	0.0	0	0	391
2	22	53	22	16.3	0	9.1	62.5	0	3.6	106	329	0.0	0.0	2.0	-31.38	4.54	0	0	0	0.0	0.0	0	0	388
2	22	53	23	15.5	0	9.0	65.1	0	3.4	142	328	0.0	0.0	2.0	-42.86	4.54	0	0	0	0.0	0.0	0	0	383
