m	dofm	dofy	hi	Ta	G_Gh	Td	RH	G_Dh	FF	DD	Lin	RR	Sd	N	hs	TL	G_Bn	G_Gc	G_Dc	Gex	G_Ghmod	PAR	Snd	Lup
-	-	-	-	[°C]	[W/m2]	[°C]	[%]	[W/m2]	[m/s]	[°]	[W/m2]	[mm]	[min]	[octas]	[°]	[-]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[mm]	[W/m2]
1	1	1	1	16.3	0	8.9	61.4	0	2.0	173	320	0.0	0.0	0.0	-73.44	2.84	0	0	0	0.0	0.0	0	0	382
1	1	1	2	15.6	0	8.9	64.2	0	1.6	297	319	0.0	0.0	0.0	-75.70	2.84	0	0	0	0.0	0.0	0	0	376
1	1	1	3	14.9	0	8.3	64.6	0	1.6	294	316	0.0	0.0	0.0	-68.35	2.84	0	0	0	0.0	0.0	0	0	373
1	1	1	4	14.6	0	8.1	65.0	0	2.0	310	314	0.0	0.0	0.0	-57.41	2.84	0	0	0	0.0	0.0	0	0	372
1	1	1	5	14.2	0	7.8	65.4	0	1.5	308	312	0.0	0.0	0.0	-45.58	2.84	0	0	0	0.0	0.0	0	0	368
1	1	1	6	13.7	0	8.0	68.2	0	1.8	297	313	0.0	0.0	0.0	-33.59	2.84	0	0	0	0.0	0.0	0	0	367
1	1	1	7	13.4	0	7.6	68.0	0	1.3	321	311	0.0	0.0	0.0	-21.75	2.84	0	0	0	0.0	0.0	0	0	364
1	1	1	8	13.1	0	7.3	67.7	0	2.1	282	309	0.0	0.0	0.0	-10.29	2.84	0	0	0	0.0	0.0	0	0	365
1	1	1	9	13.1	5	7.6	68.9	5	2.0	169	310	0.0	22.9	0.0	2.81	2.84	0	19	11	18.7	15.0	2	0	378
1	1	1	10	14.6	143	7.9	64.4	50	4.2	343	314	0.0	41.3	0.0	10.42	2.84	516	143	45	255.3	122.7	61	0	392
1	1	1	11	15.7	278	7.1	56.2	76	4.0	140	309	0.0	48.9	0.0	18.90	2.84	626	300	67	457.3	256.8	119	0	405
1	1	1	12	17.0	412	6.6	50.3	66	4.2	181	305	0.0	57.1	0.0	25.41	2.84	808	427	80	605.6	365.2	175	0	418
1	1	1	13	17.9	465	6.7	47.7	87	4.6	145	307	0.0	56.5	0.0	29.26	2.84	772	501	86	690.0	429.1	197	0	425
1	1	1	14	18.5	464	6.5	45.2	123	5.3	103	308	0.0	55.0	0.0	29.95	2.84	682	515	87	704.8	440.8	198	0	428
1	1	1	15	18.7	365	6.8	45.7	165	4.8	145	315	0.0	41.7	4.0	27.37	2.84	435	466	83	649.0	399.0	157	0	425
1	1	1	16	18.5	284	7.4	48.2	129	5.8	176	319	0.0	38.2	0.0	21.89	2.84	416	360	73	526.3	308.4	123	0	420
1	1	1	17	18.0	172	7.9	51.5	84	4.8	126	323	0.0	31.3	0.0	14.15	2.84	360	212	56	345.2	181.8	74	0	412
1	1	1	18	17.0	18	8.1	55.5	18	5.1	155	323	0.0	27.8	1.0	4.80	2.84	0	61	27	57.1	45.7	8	0	400
1	1	1	19	16.5	0	8.5	59.1	0	4.0	142	324	0.0	0.0	1.0	-5.69	2.84	0	0	0	0.0	0.0	0	0	389
1	1	1	20	15.9	0	8.5	61.4	0	3.5	146	324	0.0	0.0	2.0	-16.92	2.84	0	0	0	0.0	0.0	0	0	385
1	1	1	21	15.3	0	8.3	63.0	0	3.0	159	323	0.0	0.0	2.0	-28.63	2.84	0	0	0	0.0	0.0	0	0	381
1	1	1	22	14.7	0	7.7	62.8	0	2.1	120	321	0.0	0.0	2.0	-40.59	2.84	0	0	0	0.0	0.0	0	0	376
1	1	1	23	14.2	0	6.4	59.3	0	1.6	310	315	0.0	0.0	3.0	-52.53	2.84	0	0	0	0.0	0.0	0	0	372
1	1	1	24	13.6	0	6.7	63.1	0	1.5	261	317	0.0	0.0	3.0	-63.99	2.84	0	0	0	0.0	0.0	0	0	368
1	2	2	1	13.2	0	6.6	64.1	0	1.9	292	316	0.0	0.0	4.0	-73.32	2.36	0	0	0	0.0	0.0	0	0	368
1	2	2	2	12.8	0	6.1	63.4	0	3.0	265	314	0.0	0.0	4.0	-75.65	2.36	0	0	0	0.0	0.0	0	0	369
1	2	2	3	12.5	0	6.3	65.7	0	4.4	145	315	0.0	0.0	4.0	-68.37	2.36	0	0	0	0.0	0.0	0	0	370
1	2	2	4	12.3	0	6.3	66.4	0	4.0	110	316	0.0	0.0	5.0	-57.45	2.36	0	0	0	0.0	0.0	0	0	368
1	2	2	5	12.1	0	6.5	68.4	0	4.6	142	317	0.0	0.0	5.0	-45.63	2.36	0	0	0	0.0	0.0	0	0	369
1	2	2	6	12.0	0	6.6	69.5	0	3.7	125	318	0.0	0.0	6.0	-33.64	2.36	0	0	0	0.0	0.0	0	0	366
1	2	2	7	11.9	0	6.5	69.5	0	4.4	142	318	0.0	0.0	6.0	-21.80	2.36	0	0	0	0.0	0.0	0	0	367
1	2	2	8	11.8	0	5.9	67.2	0	2.6	119	317	0.0	0.0	6.0	-10.33	2.36	0	0	0	0.0	0.0	0	0	363
1	2	2	9	11.9	9	5.7	65.4	9	3.0	219	317	0.0	3.7	7.0	2.80	2.36	0	20	10	18.5	11.5	4	0	372
1	2	2	10	12.5	70	6.7	67.8	68	2.6	181	323	0.0	5.8	7.0	10.41	2.36	10	152	38	255.1	89.5	32	0	378
1	2	2	11	13.3	166	7.0	65.7	135	3.0	147	320	0.0	12.9	8.0	18.91	2.36	95	316	55	457.6	185.5	74	0	387
1	2	2	12	14.6	370	7.8	63.5	155	2.3	211	310	0.0	49.1	4.0	25.44	2.36	501	446	65	606.4	262.2	158	0	406
1	2	2	13	15.9	575	7.8	58.6	179	3.2	311	299	0.0	60.0	3.0	29.32	2.36	809	523	70	691.4	307.2	239	0	422
1	2	2	14	16.7	499	7.9	56.2	198	3.7	151	308	0.0	58.8	4.0	30.04	2.36	602	537	70	706.7	315.7	211	0	421
1	2	2	15	16.0	107	8.6	61.5	107	2.6	150	343	0.0	1.8	8.0	27.48	2.36	0	488	68	651.3	286.7	52	0	399
1	2	2	16	15.2	32	8.8	65.6	32	3.5	157	350	0.0	0.0	8.0	22.01	2.36	0	380	60	529.1	223.2	17	0	391
1	2	2	17	14.7	19	8.9	68.3	19	2.8	156	349	0.0	0.0	8.0	14.28	2.36	0	227	46	348.2	133.6	10	0	387
1	2	2	18	14.1	6	9.6	74.4	6	3.0	186	351	0.0	0.0	8.0	4.87	2.36	0	67	24	58.7	39.5	3	0	383
1	2	2	19	14.0	0	8.5	69.4	0	2.1	197	346	0.0	0.0	8.0	-5.56	2.36	0	0	0	0.0	0.0	0	0	373
1	2	2	20	13.9	0	8.8	71.3	0	1.6	303	348	0.0	0.0	8.0	-16.79	2.36	0	0	0	0.0	0.0	0	0	371
1	2	2	21	13.8	0	10.0	77.7	0	1.3	288	352	0.0	0.0	8.0	-28.50	2.36	0	0	0	0.0	0.0	0	0	369
1	2	2	22	13.7	0	10.6	81.8	0	1.0	290	355	0.0	0.0	8.0	-40.46	2.36	0	0	0	0.0	0.0	0	0	368
1	2	2	23	13.6	0	10.1	79.3	0	0.8	267	353	0.0	0.0	8.0	-52.40	2.36	0	0	0	0.0	0.0	0	0	367
1	2	2	24	13.5	0	10.6	82.7	0	0.4	323	355	0.0	0.0	8.0	-63.86	2.36	0	0	0	0.0	0.0	0	0	365
1	3	3	1	13.3	0	11.6	89.7	0	0.4	299	358	0.3	0.0	8.0	-73.19	2.05	0	0	0	0.0	0.0	0	0	363
1	3	3	2	13.2	0	12.3	94.5	0	0.3	305	361	0.0	0.0	8.0	-75.58	2.05	0	0	0	0.0	0.0	0	0	363
1	3	3	3	13.0	0	11.7	91.6	0	0.6	302	358	0.0	0.0	8.0	-68.38	2.05	0	0	0	0.0	0.0	0	0	363
1	3	3	4	12.9	0	11.8	92.8	0	0.4	306	359	0.0	0.0	8.0	-57.49	2.05	0	0	0	0.0	0.0	0	0	362
1	3	3	5	12.9	0	11.8	93.4	0	0.5	309	359	0.0	0.0	8.0	-45.68	2.05	0	0	0	0.0	0.0	0	0	362
1	3	3	6	12.8	0	11.9	94.3	0	0.4	306	359	0.0	0.0	8.0	-33.69	2.05	0	0	0	0.0	0.0	0	0	361
1	3	3	7	12.8	0	12.4	97.7	0	0.6	308	361	0.0	0.0	8.0	-21.84	2.05	0	0	0	0.0	0.0	0	0	362
1	3	3	8	12.7	0	12.4	97.7	0	0.6	300	361	0.0	0.0	8.0	-10.36	2.05	0	0	0	0.0	0.0	0	0	362
1	3	3	9	12.8	2	12.4	97.7	2	0.8	306	361	0.0	0.0	8.0	2.79	2.05	0	20	8	18.4	7.4	1	0	376
1	3	3	10	12.9	13	12.0	94.1	13	0.9	282	360	0.0	0.0	8.0	10.41	2.05	0	159	32	255.0	58.2	7	0	377
1	3	3	11	14.2	153	11.3	82.8	133	1.5	283	341	0.0	10.1	8.0	18.93	2.05	63	327	47	458.0	119.6	69	0	392
1	3	3	12	15.0	211	10.5	74.2	193	1.6	295	338	0.0	11.3	8.0	25.48	2.05	41	460	55	607.3	168.3	95	0	400
1	3	3	13	15.7	243	10.6	71.4	227	1.9	315	339	0.0	11.7	8.0	29.39	2.05	32	539	59	692.9	196.9	110	0	405
1	3	3	14	15.9	180	11.0	72.2	177	1.6	149	347	0.0	4.8	8.0	30.14	2.05	6	554	60	708.7	202.4	84	0	403
1	3	3	15	16.1	190	10.7	70.0	185	1.1	325	344	0.0	6.9	8.0	27.59	2.05	12	504	57	653.9	184.3	87	0	405
1	3	3	16	16.1	132	9.8	66.0	131	1.5	294	343	0.0	4.5	8.0	22.14	2.05	1	395	51	532.0	144.3	61	0	401
1	3	3	17	15.9	83	12.4	79.8	83	2.4	322	354	0.1	4.0	8.0	14.42	2.05	0	239	40	351.4	87.4	38	0	397
1	3	3	18	15.4	10	9.9	69.4	10	4.2	159	342	0.0	4.5	7.0	4.93	2.05	0	72	21	60.3	26.4	5	0	391
1	3	3	19	15.0	0	10.3	73.5	0	4.0	75	342	0.0	0.0	7.0	-5.42	2.05	0	0	0	0.0	0.0	0	0	382
1	3	3	20	14.6	0	9.7	72.6	0	2.8	112	338	0.0	0.0	6.0	-16.66	2.05	0	0	0	0.0	0.0	0	0	378
1	3	3	21	14.1	0	9.9	76.1	0	2.8	149	337	0.0	0.0	6.0	-28.37	2.05	0	0	0	0.0	0.0	0	0	375
1	3	3	22	13.6	0	10.0	79.2	0	3.5	133	335	0.0	0.0	5.0	-40.32	2.05	0	0	0	0.0	0.0	0	0	374
1	3	3	23	13.1	0	10.0	81.4	0	3.2	130	333	0.0	0.0	5.0	-52.27	2.05	0	0	0	0.0	0.0	0	0	371
1	3	3	24	12.5	0	9.8	83.2	0	3.2	115	330	0.0	0.0	5.0	-63.73	2.05	0	0	0	0.0	0.0	0	0	368
1	4	4	1	11.9	0	8.8	81.0	0	2.4	143	324	0.0	0.0	4.0	-73.06	2.28	0	0	0	0.0	0.0	0	0	363
1	4	4	2	11.2	0	8.3	82.2	0	2.4	150	320	0.0	0.0	4.0	-75.51	2.28	0	0	0	0.0	0.0	0	0	359
1	4	4	3	10.5	0	7.4	80.8	0	4.0	122	314	0.0	0.0	3.0	-68.38	2.28	0	0	0	0.0	0.0	0	0	359
1	4	4	4	10.2	0	7.3	82.0	0	4.4	108	312	0.0	0.0	3.0	-57.52	2.28	0	0	0	0.0	0.0	0	0	358
1	4	4	5	9.8	0	7.5	85.6	0	4.4	122	312	0.0	0.0	3.0	-45.72	2.28	0	0	0	0.0	0.0	0	0	356
1	4	4	6	9.5	0	7.1	85.1	0	3.0	65	308	0.0	0.0	2.0	-33.73	2.28	0	0	0	0.0	0.0	0	0	351
1	4	4	7	9.2	0	6.9	85.2	0	2.1	123	306	0.0	0.0	2.0	-21.87	2.28	0	0	0	0.0	0.0	0	0	347
1	4	4	8	9.0	0	6.6	85.0	0	2.0	191	304	0.0	0.0	1.0	-10.39	2.28	0	0	0	0.0	0.0	0	0	345
1	4	4	9	9.0	4	6.5	84.2	4	2.2	273	302	0.0	18.4	1.0	2.79	2.28	0	20	9	18.4	14.7	2	0	357
1	4	4	10	10.5	134	7.4	80.9	47	2.0	216	307	0.0	35.9	0.0	10.41	2.28	484	154	36	255.1	137.6	58	0	371
1	4	4	11	12.2	287	7.7	74.0	58	2.4	319	305	0.0	51.3	0.0	18.96	2.28	704	319	53	458.6	285.3	122	0	388
1	4	4	12	13.7	397	7.0	63.9	77	2.3	306	303	0.0	54.4	0.0	25.53	2.28	742	451	62	608.4	403.2	169	0	402
1	4	4	13	14.8	471	7.2	60.2	80	4.0	307	304	0.0	56.9	0.0	29.47	2.28	793	529	67	694.5	472.9	200	0	409
1	4	4	14	15.6	491	7.5	58.6	74	2.6	213	306	0.0	57.9	0.0	30.24	2.28	829	545	68	710.9	486.7	208	0	417
1	4	4	15	16.0	446	7.0	54.9	76	2.2	302	305	0.0	56.9	0.0	27.71	2.28	794	496	65	656.5	443.2	189	0	418
1	4	4	16	16.1	364	6.9	54.3	58	2.1	314	305	0.0	57.1	0.0	22.27	2.28	807	388	58	535.0	346.9	153	0	414
1	4	4	17	15.6	212	6.2	53.3	47	2.3	312	306	0.0	47.5	0.0	14.55	2.28	658	235	45	354.7	209.8	90	0	402
1	4	4	18	14.7	65	7.2	60.9	33	2.8	272	314	0.0	31.3	0.0	5.20	2.28	356	72	24	127.9	64.4	28	0	389
1	4	4	19	13.7	0	9.1	73.7	0	2.4	310	320	0.0	0.0	0.0	0.04	2.28	0	0	0	0.0	0.0	0	0	369
1	4	4	20	13.1	0	8.6	74.4	0	2.6	290	317	0.0	0.0	0.0	-16.52	2.28	0	0	0	0.0	0.0	0	0	367
1	4	4	21	12.5	0	8.8	78.2	0	1.6	169	316	0.0	0.0	0.0	-28.23	2.28	0	0	0	0.0	0.0	0	0	360
1	4	4	22	11.9	0	8.4	79.0	0	2.0	317	314	0.0	0.0	0.0	-40.19	2.28	0	0	0	0.0	0.0	0	0	359
1	4	4	23	11.3	0	7.9	79.6	0	1.8	232	311	0.0	0.0	0.0	-52.13	2.28	0	0	0	0.0	0.0	0	0	355
1	4	4	24	10.7	0	8.4	85.8	0	1.8	256	312	0.0	0.0	0.0	-63.59	2.28	0	0	0	0.0	0.0	0	0	352
1	5	5	1	10.3	0	7.1	80.8	0	2.8	289	306	0.0	0.0	0.0	-72.91	3.15	0	0	0	0.0	0.0	0	0	353
1	5	5	2	9.9	0	6.7	80.6	0	3.5	129	303	0.0	0.0	0.0	-75.43	3.15	0	0	0	0.0	0.0	0	0	353
1	5	5	3	9.4	0	6.7	82.8	0	3.7	97	302	0.0	0.0	0.0	-68.38	3.15	0	0	0	0.0	0.0	0	0	351
1	5	5	4	9.2	0	6.3	81.8	0	2.8	141	300	0.0	0.0	0.0	-57.55	3.15	0	0	0	0.0	0.0	0	0	348
1	5	5	5	9.0	0	6.2	82.7	0	3.2	195	300	0.0	0.0	0.0	-45.75	3.15	0	0	0	0.0	0.0	0	0	348
1	5	5	6	8.8	0	6.7	86.8	0	2.8	133	301	0.0	0.0	0.0	-33.76	3.15	0	0	0	0.0	0.0	0	0	345
1	5	5	7	8.6	0	6.0	83.7	0	3.5	145	298	0.0	0.0	0.0	-21.90	3.15	0	0	0	0.0	0.0	0	0	346
1	5	5	8	8.5	0	6.0	84.1	0	2.6	136	298	0.0	0.0	0.0	-10.41	3.15	0	0	0	0.0	0.0	0	0	343
1	5	5	9	8.6	4	6.1	84.1	4	2.6	187	298	0.0	21.8	0.0	2.79	3.15	0	18	12	18.3	14.7	2	0	355
1	5	5	10	10.3	140	6.2	75.6	67	2.4	190	301	0.0	39.6	0.0	10.42	3.15	407	138	50	255.3	126.4	60	0	370
1	5	5	11	12.0	266	6.6	69.4	89	2.3	265	303	0.0	44.6	0.0	18.99	3.15	544	293	75	459.3	267.5	114	0	386
1	5	5	12	13.5	375	6.1	60.7	109	2.4	290	301	0.0	49.8	0.0	25.59	3.15	615	419	89	609.7	383.1	160	0	399
1	5	5	13	14.7	457	5.4	53.4	103	2.4	302	298	0.0	54.8	0.0	29.56	3.15	717	495	97	696.3	452.3	194	0	411
1	5	5	14	15.5	453	5.8	52.3	129	3.7	309	302	0.0	52.4	0.0	30.35	3.15	642	510	98	713.3	466.3	193	0	412
1	5	5	15	16.0	432	5.3	49.1	111	3.5	169	300	0.0	54.7	0.0	27.84	3.15	687	463	94	659.3	423.7	183	0	414
1	5	5	16	16.1	359	5.5	49.0	76	3.5	273	300	0.0	55.9	0.0	22.41	3.15	742	360	83	538.2	329.3	151	0	412
1	5	5	17	15.7	204	4.7	47.9	62	4.6	281	302	0.0	42.9	0.0	14.70	3.15	558	215	63	358.2	196.8	87	0	401
1	5	5	18	14.7	68	4.0	48.4	40	5.3	146	301	0.0	32.2	0.0	5.34	3.15	298	67	32	131.5	60.9	29	0	390
1	5	5	19	13.8	0	4.7	54.1	0	4.8	118	302	0.0	0.0	0.0	0.11	3.15	0	0	0	0.0	0.0	0	0	375
1	5	5	20	13.2	0	4.5	55.6	0	2.8	117	300	0.0	0.0	0.0	-16.38	3.15	0	0	0	0.0	0.0	0	0	368
1	5	5	21	12.6	0	4.8	59.0	0	3.5	164	301	0.0	0.0	0.0	-28.09	3.15	0	0	0	0.0	0.0	0	0	366
1	5	5	22	12.0	0	4.4	59.7	0	3.5	149	298	0.0	0.0	0.0	-40.05	3.15	0	0	0	0.0	0.0	0	0	363
1	5	5	23	11.4	0	3.9	59.8	0	2.8	125	295	0.0	0.0	0.0	-51.99	3.15	0	0	0	0.0	0.0	0	0	359
1	5	5	24	10.8	0	3.8	61.9	0	3.2	123	293	0.0	0.0	0.0	-63.44	3.15	0	0	0	0.0	0.0	0	0	357
1	6	6	1	10.2	0	2.7	59.5	0	4.6	138	288	0.0	0.0	0.0	-72.77	2.75	0	0	0	0.0	0.0	0	0	357
1	6	6	2	9.6	0	1.8	58.0	0	4.8	60	284	0.0	0.0	0.0	-75.35	2.75	0	0	0	0.0	0.0	0	0	354
1	6	6	3	9.0	0	1.3	58.3	0	5.5	91	281	0.0	0.0	0.0	-68.37	2.75	0	0	0	0.0	0.0	0	0	352
1	6	6	4	8.7	0	1.1	58.5	0	5.3	94	279	0.0	0.0	0.0	-57.57	2.75	0	0	0	0.0	0.0	0	0	350
1	6	6	5	8.4	0	1.4	61.2	0	4.2	118	280	0.0	0.0	0.0	-45.78	2.75	0	0	0	0.0	0.0	0	0	347
1	6	6	6	8.1	0	0.5	58.7	0	4.0	102	276	0.0	0.0	0.0	-33.79	2.75	0	0	0	0.0	0.0	0	0	345
1	6	6	7	7.9	0	0.8	60.7	0	4.2	124	276	0.0	0.0	0.0	-21.93	2.75	0	0	0	0.0	0.0	0	0	344
1	6	6	8	7.6	0	0.8	61.6	0	4.2	138	276	0.0	0.0	0.0	-10.42	2.75	0	0	0	0.0	0.0	0	0	343
1	6	6	9	7.7	4	2.1	67.6	4	4.2	99	281	0.0	22.5	0.0	2.79	2.75	0	19	11	18.4	14.7	2	0	351
1	6	6	10	9.4	142	1.9	59.5	43	3.5	115	283	0.0	40.9	0.0	10.43	2.75	549	145	44	255.6	141.7	61	0	365
1	6	6	11	11.2	299	2.1	53.4	51	4.4	214	281	0.0	54.1	0.0	19.02	2.75	760	305	65	460.1	297.8	126	0	381
1	6	6	12	12.9	427	0.6	42.8	53	5.3	171	275	0.0	58.4	0.0	25.65	2.75	865	435	78	611.1	424.6	180	0	395
1	6	6	13	14.3	508	1.2	40.8	53	6.3	159	278	0.0	59.7	0.0	29.65	2.75	920	512	84	698.3	500.2	214	0	404
1	6	6	14	15.2	531	2.8	43.3	53	7.1	120	284	0.0	60.0	0.0	30.47	2.75	943	528	85	715.7	515.9	223	0	408
1	6	6	15	15.7	485	2.4	40.7	51	7.7	91	284	0.0	59.8	0.0	27.98	2.75	927	481	81	662.3	470.0	204	0	409
1	6	6	16	15.8	374	2.0	39.3	49	6.8	73	285	0.0	57.8	0.0	22.56	2.75	846	376	72	541.5	367.5	157	0	406
1	6	6	17	15.2	224	2.0	40.7	47	5.3	109	288	0.0	50.2	0.0	14.85	2.75	688	227	56	361.7	222.2	94	0	399
1	6	6	18	14.2	69	1.3	41.3	30	3.2	165	290	0.0	31.9	0.0	5.49	2.75	408	72	30	135.1	70.2	29	0	387
1	6	6	19	13.0	0	2.7	49.3	0	2.8	311	293	0.0	0.0	0.0	0.18	2.75	0	0	0	0.0	0.0	0	0	367
1	6	6	20	12.5	0	2.9	51.9	0	1.8	305	293	0.0	0.0	0.0	-16.23	2.75	0	0	0	0.0	0.0	0	0	361
1	6	6	21	11.9	0	3.0	54.2	0	1.8	303	292	0.0	0.0	0.0	-27.95	2.75	0	0	0	0.0	0.0	0	0	358
1	6	6	22	11.4	0	3.2	56.8	0	1.1	299	292	0.0	0.0	0.0	-39.91	2.75	0	0	0	0.0	0.0	0	0	353
1	6	6	23	10.9	0	2.4	55.8	0	1.0	288	288	0.0	0.0	0.0	-51.85	2.75	0	0	0	0.0	0.0	0	0	350
1	6	6	24	10.3	0	1.8	55.6	0	0.8	300	285	0.0	0.0	0.0	-63.30	2.75	0	0	0	0.0	0.0	0	0	346
1	7	7	1	9.9	0	1.9	57.4	0	0.8	301	284	0.0	0.0	0.0	-72.62	2.45	0	0	0	0.0	0.0	0	0	344
1	7	7	2	9.4	0	2.4	61.2	0	0.6	304	285	0.0	0.0	0.0	-75.25	2.45	0	0	0	0.0	0.0	0	0	341
1	7	7	3	9.0	0	2.5	63.8	0	0.8	309	285	0.0	0.0	0.0	-68.36	2.45	0	0	0	0.0	0.0	0	0	340
1	7	7	4	8.8	0	1.8	61.3	0	0.9	333	281	0.0	0.0	0.0	-57.59	2.45	0	0	0	0.0	0.0	0	0	339
1	7	7	5	8.5	0	2.5	65.4	0	0.8	273	283	0.0	0.0	0.0	-45.81	2.45	0	0	0	0.0	0.0	0	0	337
1	7	7	6	8.3	0	3.1	69.4	0	0.6	301	285	0.0	0.0	0.0	-33.82	2.45	0	0	0	0.0	0.0	0	0	335
1	7	7	7	8.2	0	3.2	70.5	0	0.5	308	285	0.0	0.0	0.0	-21.95	2.45	0	0	0	0.0	0.0	0	0	334
1	7	7	8	8.0	0	3.0	70.3	0	0.7	302	284	0.0	0.0	0.0	-10.44	2.45	0	0	0	0.0	0.0	0	0	334
1	7	7	9	8.1	4	3.4	72.0	4	0.7	270	286	0.0	24.0	0.0	2.80	2.45	0	19	10	18.4	14.7	2	0	352
1	7	7	10	10.0	147	3.2	62.8	41	0.9	292	287	0.0	43.7	0.0	10.45	2.45	587	151	39	256.1	140.9	63	0	369
1	7	7	11	11.9	305	4.0	58.3	53	1.0	272	289	0.0	55.4	0.0	19.07	2.45	772	316	57	461.1	294.0	129	0	389
1	7	7	12	13.7	420	4.3	53.1	58	1.5	318	291	0.0	57.5	0.0	25.72	2.45	834	448	68	612.6	417.3	177	0	404
1	7	7	13	14.9	493	5.2	51.9	62	1.1	282	295	0.0	58.7	0.0	29.75	2.45	869	527	73	700.4	490.8	209	0	417
1	7	7	14	15.8	494	4.1	45.5	78	1.9	280	293	0.0	57.7	0.0	30.59	2.45	819	544	74	718.4	506.4	209	0	420
1	7	7	15	16.3	451	4.2	44.7	73	2.0	311	295	0.0	56.8	0.0	28.12	2.45	801	497	71	665.3	462.5	191	0	420
1	7	7	16	16.3	360	3.9	43.4	59	1.5	290	295	0.0	55.2	0.0	22.71	2.45	779	390	64	544.9	363.6	152	0	416
1	7	7	17	15.8	220	4.1	45.5	47	1.8	305	298	0.0	47.8	0.0	15.00	2.45	665	239	50	365.4	222.3	93	0	404
1	7	7	18	14.8	72	4.9	51.3	35	1.9	302	305	0.0	33.0	0.0	5.65	2.45	380	77	27	138.9	71.7	30	0	391
1	7	7	19	13.8	0	6.9	63.0	0	2.0	281	310	0.0	0.0	0.0	0.26	2.45	0	0	0	0.0	0.0	0	0	368
1	7	7	20	13.1	0	6.3	63.2	0	2.1	312	307	0.0	0.0	0.0	-16.08	2.45	0	0	0	0.0	0.0	0	0	365
1	7	7	21	12.5	0	5.8	63.6	0	1.6	223	304	0.0	0.0	0.0	-27.80	2.45	0	0	0	0.0	0.0	0	0	360
1	7	7	22	11.9	0	5.5	65.0	0	1.8	287	301	0.0	0.0	0.0	-39.76	2.45	0	0	0	0.0	0.0	0	0	358
1	7	7	23	11.2	0	5.3	66.9	0	1.6	172	299	0.0	0.0	0.0	-51.70	2.45	0	0	0	0.0	0.0	0	0	354
1	7	7	24	10.6	0	5.1	68.6	0	1.6	275	297	0.0	0.0	0.0	-63.15	2.45	0	0	0	0.0	0.0	0	0	351
1	8	8	1	10.0	0	4.1	66.8	0	1.3	285	292	0.0	0.0	0.0	-72.46	2.39	0	0	0	0.0	0.0	0	0	346
1	8	8	2	9.3	0	3.9	69.0	0	1.5	280	290	0.0	0.0	0.0	-75.15	2.39	0	0	0	0.0	0.0	0	0	344
1	8	8	3	8.7	0	3.6	70.3	0	2.0	324	287	0.0	0.0	0.0	-68.33	2.39	0	0	0	0.0	0.0	0	0	342
1	8	8	4	8.3	0	3.1	69.5	0	1.5	264	285	0.0	0.0	0.0	-57.60	2.39	0	0	0	0.0	0.0	0	0	339
1	8	8	5	8.0	0	3.9	75.3	0	0.8	281	287	0.0	0.0	0.0	-45.83	2.39	0	0	0	0.0	0.0	0	0	335
1	8	8	6	7.6	0	4.0	77.4	0	0.5	294	286	0.0	0.0	0.0	-33.84	2.39	0	0	0	0.0	0.0	0	0	332
1	8	8	7	7.4	0	4.2	79.8	0	0.3	303	287	0.0	0.0	0.0	-21.96	2.39	0	0	0	0.0	0.0	0	0	330
1	8	8	8	7.2	0	4.2	81.3	0	0.4	302	286	0.0	0.0	0.0	-10.44	2.39	0	0	0	0.0	0.0	0	0	329
1	8	8	9	7.2	4	3.7	78.0	4	0.7	304	284	0.0	26.2	0.0	2.81	2.39	0	20	10	18.5	14.8	2	0	347
1	8	8	10	9.1	155	4.1	70.8	36	1.0	268	288	0.0	47.9	0.0	10.48	2.39	651	153	38	256.8	152.2	65	0	365
1	8	8	11	11.0	321	4.2	62.6	49	2.0	286	286	0.0	58.1	0.0	19.12	2.39	831	319	56	462.3	317.2	135	0	384
1	8	8	12	12.8	454	3.9	54.4	54	2.6	238	285	0.0	59.9	0.0	25.80	2.39	920	452	66	614.3	449.9	190	0	399
1	8	8	13	14.3	533	4.2	50.7	57	4.0	175	287	0.0	60.0	0.0	29.85	2.39	956	532	71	702.6	529.2	223	0	409
1	8	8	14	15.1	552	4.9	50.5	59	5.3	118	291	0.0	60.0	0.0	30.72	2.39	963	549	72	721.1	546.4	231	0	412
1	8	8	15	15.6	506	4.2	46.2	57	4.4	116	289	0.0	60.0	0.0	28.27	2.39	947	502	70	668.5	499.7	211	0	415
1	8	8	16	15.7	399	3.9	45.1	54	2.6	149	290	0.0	59.7	0.0	22.87	2.39	888	396	62	548.5	393.9	166	0	413
1	8	8	17	15.2	243	3.9	46.8	44	4.4	287	293	0.0	55.0	0.0	15.16	2.39	760	243	49	369.1	242.3	101	0	400
1	8	8	18	14.2	80	4.1	50.4	29	4.4	144	298	0.0	39.4	0.0	5.80	2.39	502	80	27	142.7	79.5	33	0	387
1	8	8	19	12.9	0	4.5	56.4	0	3.5	125	297	0.0	0.0	0.0	0.34	2.39	0	0	0	0.0	0.0	0	0	368
1	8	8	20	12.3	0	4.3	58.2	0	2.6	122	296	0.0	0.0	0.0	-15.93	2.39	0	0	0	0.0	0.0	0	0	362
1	8	8	21	11.6	0	4.6	61.9	0	2.4	203	296	0.0	0.0	0.0	-27.65	2.39	0	0	0	0.0	0.0	0	0	358
